id_cliente,nome,sobrenome,tipo,telefone,data_nascimento,data_cadastro,cidade,estado,cpf_cnpj_normalizado,email_valido,idade,dias_desde_cadastro,cpf_cnpj_mascarado,email_mascarado
352,Ana Julia,,PF,47918908478,1989-06-23,2026-01-04,Carvalho do Campo,AM,67432510970,True,36.0,99,*********70,a***@hotmail.com
364,Cecília,Campos,PF,(61) 95542-3354,1973-07-12,2026-01-04,Cardoso,MG,73965018493,True,52.0,99,*********93,c***@bol.com.br
1322,Bruno,Moura,PF,61948463145,1974-07-15,2026-01-05,Teixeira de Viana,DF,64013758253,True,51.0,98,*********53,b***@uol.com.br
1710,Maria Luísa,Leão,PF,21952532717,2001-02-04,2026-01-05,Correia do Campo,SC,29086417396,True,25.0,98,*********96,m***@terra.com.br
3163,Maria,Vieira,PF,41973413995,1999-08-22,2026-01-05,Martins de Casa Grande,RO,12348067544,True,26.0,98,*********44,m***@uol.com.br
350,Melo Comércio e Soluções S/S,,PJ,13984206492,1978-06-29,2026-01-05,da Costa,AC,94502317000170,True,47.0,98,************70,m***@comercio.net.br
1523,Ágatha,da Cunha,PF,11926833032,,2026-01-06,Casa Grande,MT,07524186967,True,,97,*********67,g***@gmail.com
1575,Maria Isis,Pinto,PF,21925744716,1973-07-02,2026-01-06,Viana da Serra,AC,75810943675,True,52.0,97,*********75,m***@uol.com.br
1644,Kaique,da Cunha,PF,41923195986,1967-03-11,2026-01-06,da Cruz,MT,47138560966,True,59.0,97,*********66,k***@uol.com.br
209,Ana Lívia,Marques,PF,61967103076,,2026-01-06,Novais,GO,32086714580,True,,97,*********80,a***@uol.com.br
2278,Luiz Gustavo,Montenegro,PF,(71) 98277-2080,1968-06-16,2026-01-06,Lima da Prata,AL,56842791391,True,57.0,97,*********91,l***@uol.com.br
2860,Ana,Abreu,PF,(31) 93523-9887,1957-11-04,2026-01-06,Gomes,BA,50639718493,True,68.0,97,*********93,a***@uol.com.br
1156,Sarah,Pastor,PF,+5551958071085,2003-10-29,2026-01-07,Garcia,DF,95283617068,True,22.0,96,*********68,s***@ig.com.br
2907,Fernandes Comércio e Atacado EI,,PJ,51997976563,1987-06-09,2026-01-07,Pereira,RJ,84926350000173,True,38.0,96,************73,f***@comercio.net.br
299,Carlos Eduardo,Almeida,PF,(21) 95199-6447,1998-12-31,2026-01-07,Sampaio,ES,12649850370,True,27.0,96,*********70,c***@uol.con.br
485,Agatha,Porto,PF,(11) 93379-4368,1989-01-01,2026-01-07,Cavalcante da Praia,RR,79165032470,True,37.0,96,*********70,a***@gmail.com
1982,Arthur,Oliveira,PF,(21) 95173-9166,1987-10-26,2026-01-08,da Rosa,RN,26847159049,True,38.0,95,*********49,a***@hotmail.com
2022,Maria Alice,Aragão,PF,(71) 99473-3910,1974-06-08,2026-01-08,da Mota de Câmara,MT,56127908485,True,51.0,95,*********85,m***@ig.com.br
2348,Liam,Araújo,PF,47910642788,1999-09-05,2026-01-08,Leão do Norte,RN,47395286065,True,26.0,95,*********65,l***@outlook.com
2541,Maya,da Paz,PF,(31) 95965-5961,1988-08-29,2026-01-08,Vargas da Mata,RO,52470386144,True,37.0,95,*********44,m***@yahoo.com.br
1516,Liam,Fernandes,PF,13979404886,2003-02-08,2026-01-09,Souza Paulista,SE,67098243140,True,23.0,94,*********40,l***@yahoo.com.br
1985,Arthur Miguel,Barbosa,PF,61961004726,2005-12-01,2026-01-09,Freitas do Campo,AM,57348619010,True,20.0,94,*********10,a***@hotmail.com
2701,Castro Consultoria e Tecnologia EI,,PJ,(71) 97824-1349,1967-03-17,2026-01-09,Brito dos Dourados,MT,10764825000136,True,59.0,94,************36,c***@empresa.com.br
3338,Asafe,Nascimento,PF,71968103269,2002-11-27,2026-01-09,das Neves da Serra,RS,82617935400,True,23.0,94,*********00,a***@bol.com.br
678,Eloah,Farias,PF,13954089759,1988-05-21,2026-01-09,Melo de Leão,RR,94627031599,True,37.0,94,*********99,e***@uol.com.br
809,Emanuel,Silva,PF,(41) 99320-1746,1978-09-15,2026-01-09,da Cruz do Sul,SP,36592017406,True,47.0,94,*********06,e***@ig.com.br
882,Alexia,Alves,PF,(13) 98535-1843,1970-01-10,2026-01-09,Martins,RO,74863509120,True,56.0,94,*********20,a***@yahoo.com.br
888,Apollo,Pereira,PF,(31) 92477-9592,1962-08-08,2026-01-09,Farias do Campo,AC,53709241804,True,63.0,94,*********04,a***@yahoo.com.br
356,Sophie,Rocha,PF,+5571962471582,1977-05-21,2026-01-10,Duarte,TO,23068741904,True,48.0,93,*********04,s***@uol.com.br
946,Eduardo,Araújo,PF,+5521942769182,2005-06-23,2026-01-10,Teixeira da Serra,AL,08364129740,True,20.0,93,*********40,e***@yahoo.com.br
1311,Caroline,Cassiano,PF,(47) 95367-5750,1985-12-02,2026-01-11,Duarte,PA,65728041353,True,40.0,92,*********53,c***@yahoo.com.br
1860,Vitor,Nogueira,PF,+5571991511859,1987-07-11,2026-01-11,Moura,CE,47103692831,True,38.0,92,*********31,v***@terra.con.br
2409,João Miguel,Sales,PF,,1996-12-12,2026-01-11,Martins das Flores,MT,36487102571,True,29.0,92,*********71,a***@yahoo.com.br
3112,Antônio,Moura,PF,+5521935635321,2001-03-03,2026-01-11,Nascimento Verde,DF,82591704341,True,25.0,92,*********41,a***@gmail.com
689,Stella,Alves,PF,51976035772,1958-02-04,2026-01-11,Pimenta Grande,SC,39720815612,True,68.0,92,*********12,s***@hotmail.com
1357,Garcia & Carvalho S.A.,,PJ,21967586410,1964-06-24,2026-01-12,Sá,RN,65872391000180,True,61.0,91,************80,g***@empresa.com.br
2312,Manuela,Leão,PF,13962924445,1990-01-24,2026-01-12,da Mata de Minas,DF,14823695089,True,36.0,91,*********89,m***@bol.com.br
3238,Benicio,Albuquerque,PF,(21) 96961-7075,1972-01-28,2026-01-12,Cirino da Serra,SE,45702813979,True,54.0,91,*********79,b***@yahoo.com.br
1356,Laís,Abreu,PF,,1958-06-23,2026-01-13,Silveira da Praia,MS,03968751221,True,67.0,90,*********21,l***@gmail.com
1557,Fernando,Borges,PF,(47) 95476-5335,1979-01-13,2026-01-13,Mendes Paulista,SE,69850143215,True,47.0,90,*********15,f***@uol.com.br
221,Rhavi,Duarte,PF,61914623067,1972-11-23,2026-01-13,Porto,PB,80615792359,True,53.0,90,*********59,r***@terra.com.br
2937,Lucas,Santos,PF,(41) 95973-6169,1992-09-06,2026-01-13,Almeida Grande,PA,30694587265,True,33.0,90,*********65,l***@hotmail.com
704,Luísa,Garcia,PF,+5521996519558,1979-01-12,2026-01-13,Rodrigues Grande,CE,89263154791,True,47.0,90,*********91,l***@uol.com.br
734,Rocha & Associados EIRELI,,PJ,(13) 96568-8817,2006-01-23,2026-01-13,Martins de Novaes,AP,96523480000144,True,20.0,90,************44,r***@empresa.com.br
1339,Oliveira & Fernandes S/S,,PJ,(11) 94912-9855,2006-11-07,2026-01-14,Campos Alegre,RJ,06271598000130,True,19.0,89,************30,o***@comercio.net.br
2104,Vitor Gabriel,Caldeira,PF,,,2026-01-14,da Rocha,PA,74689312591,True,,89,*********91,v***@gmail.com
2186,Thomas,Ferreira,PF,21958525713,1961-02-27,2026-01-14,da Conceição de Goiás,SE,85724019620,True,65.0,89,*********20,t***@bol.com.br
2449,Milena,Albuquerque,PF,+5571990208368,,2026-01-14,Azevedo,PA,40625817362,True,,89,*********62,m***@bol.com.br
446,Lorena,Sampaio,PF,+5513974997962,1978-02-27,2026-01-14,da Rosa de Minas,PI,92786543100,True,48.0,89,*********00,l***@ig.com.br
1930,Cecília,Sales,PF,,1962-01-05,2026-01-15,Albuquerque,RS,17568290395,True,64.0,88,*********95,c***@bol.com.br
2314,Miguel,Cavalcante,PF,+5547949905362,1957-07-16,2026-01-15,Aragão,RO,79524631016,True,68.0,88,*********16,m***@yahoo.com.br
2815,Maria Flor,Nascimento,PF,47923616626,1976-11-29,2026-01-15,Albuquerque,AL,76504219370,True,49.0,88,*********70,m***@ig.com.br
3103,Moraes Consultoria e Atacado ME,,PJ,(11) 98749-7190,1975-02-03,2026-01-15,da Mota de Farias,MS,49370156000153,True,51.0,88,************53,m***@empresa.com.br
451,Clarice,Pires,PF,(31) 91858-3967,1972-11-27,2026-01-15,Cunha,MA,80712496530,True,53.0,88,*********30,c***@yahoo.com.br
1015,Laís,Teixeira,PF,+5541945736569,1975-06-20,2026-01-16,Abreu dos Dourados,BA,76125039480,True,50.0,87,*********80,l***@bol.com.br
1074,Marcela,Santos,PF,+5521930468102,1961-11-23,2026-01-16,Barros,AL,68291503451,True,64.0,87,*********51,m***@bol.com.br
2496,Isabelly,Rezende,PF,+5551996283421,1970-08-06,2026-01-16,Pastor,BA,40967812585,True,55.0,87,*********85,i***@bol.com.br
2516,Maria Liz,Aparecida,PF,,1963-07-04,2026-01-17,Nogueira da Serra,AC,76890315286,True,62.0,86,*********86,m***@uol.com.br
2923,Luiz Henrique,Rocha,PF,47944279168,1969-12-16,2026-01-17,Costela,RO,09562417352,True,56.0,86,*********52,l***@ig.com.br
1389,Maria Vitória,Monteiro,PF,71929553870,1982-05-05,2026-01-18,Pimenta de Minas,AM,31490762507,True,43.0,85,*********07,m***@terra.com.br
1893,José Pedro,Fogaça,PF,,1974-09-19,2026-01-18,Mendonça Paulista,RR,65718439273,True,51.0,85,*********73,j***@outlook.com
2161,Gabrielly,Rezende,PF,(13) 92169-3323,,2026-01-18,Cavalcanti de Novaes,MT,29607834178,True,,85,*********78,g***@bol.com.br
2330,João Guilherme,Machado,PF,,1969-01-16,2026-01-18,Santos,SE,45689072176,True,57.0,85,*********76,j***@hotmail.com
3451,Ravi,Caldeira,PF,47967987875,1974-06-06,2026-01-18,Casa Grande,MG,12835067426,True,51.0,85,*********26,r***@bol.com.br
950,Maria Flor,Rezende,PF,31983483479,1996-02-12,2026-01-18,Ramos,RO,28154097630,True,30.0,85,*********30,m***@yahoo.con.br
1859,Hadassa,Aparecida,PF,(13) 94032-5210,1961-02-21,2026-01-19,Viana da Praia,BA,96751328419,True,65.0,84,*********19,h***@hotmail.com
886,Bryan,Borges,PF,(21) 96049-4762,1996-11-26,2026-01-19,da Conceição do Amparo,PR,56873419273,True,29.0,84,*********73,b***@yahoo.com.br
1373,Pietro,Viana,PF,(11) 98236-1890,2003-02-26,2026-01-20,Silva da Serra,RJ,05729846347,True,23.0,83,*********47,p***@outlook.com
2249,Lucas Gabriel,Aragão,PF,(41) 98598-3500,1983-07-18,2026-01-20,Montenegro,RR,78560931457,True,42.0,83,*********57,l***@hotmail.com
2768,Daniel,Sá,PF,,1961-09-06,2026-01-20,Sousa do Galho,SE,51942876319,True,64.0,83,*********19,d***@ig.com.br
395,Benjamim,Leão,PF,71926903377,,2026-01-20,Souza de Azevedo,CE,19360827568,True,,83,*********68,b***@hotmail.com
9,Anthony Gabriel,Rezende,PF,47918564015,1961-04-09,2026-01-20,Nascimento,PA,43921087678,True,65.0,83,*********78,a***@hotmail.com
1668,Cauê,Nunes,PF,51972214500,2005-08-25,2026-01-21,Freitas,AM,04351672862,True,20.0,82,*********62,c***@ig.com.br
1945,Allana,Pimenta,PF,(13) 99964-3254,1975-11-29,2026-01-21,Vasconcelos de Goiás,SE,98126037512,True,50.0,82,*********12,a***@outlook.com
2033,Vargas & Associados S/S,,PJ,41982874596,1974-08-27,2026-01-21,Ferreira de Goiás,TO,12098576000112,True,51.0,82,************12,v***@empresa.con.br
205,Laís,Pimenta,PF,,1983-10-02,2026-01-21,da Mota do Campo,MG,97345628000,True,42.0,82,*********00,l***@terra.com.br
2546,João,da Mata,PF,+5561916178949,1990-08-28,2026-01-21,Melo do Sul,MT,73049186240,True,35.0,82,*********40,j***@yahoo.com.br
2605,Olivia,Nunes,PF,13989147705,,2026-01-21,Fernandes de da Cruz,CE,54278103905,True,,82,*********05,o***@gmail.com
3379,Bella,Gonçalves,PF,,1973-03-04,2026-01-21,Azevedo do Campo,RO,07421956867,True,53.0,82,*********67,b***@uol.com.br
344,Sofia,Azevedo,PF,61988622444,,2026-01-21,Cavalcanti da Serra,CE,20876154976,True,,82,*********76,s***@gmail.com
745,Comércio Nunes S.A.,,PJ,(41) 92454-3104,1969-10-10,2026-01-21,Pastor,MS,74302985000146,True,56.0,82,************46,c***@comercio.net.br
937,Luiz Felipe,Albuquerque,PF,47914658267,1961-11-18,2026-01-21,Moreira,GO,40925837610,True,64.0,82,*********10,l***@bol.com.br
1007,Vicente,Pimenta,PF,,1960-08-09,2026-01-22,Aparecida,PI,79043186287,True,65.0,81,*********87,v***@ig.com.br
1569,Melissa,Cavalcanti,PF,+5547931532991,2007-02-17,2026-01-22,Fogaça do Sul,AL,02439816515,True,19.0,81,*********15,m***@bol.com.br
463,Guilherme,Fogaça,PF,(11) 92264-8576,1969-08-31,2026-01-22,Costela do Campo,GO,27486159309,True,56.0,81,*********09,g***@terra.com.br
522,João Gabriel,Cardoso,PF,(71) 97473-6083,1958-11-30,2026-01-22,Souza,PI,41802639713,True,67.0,81,*********13,j***@yahoo.com.br
1605,Calebe,Almeida,PF,+5547928787414,1995-03-19,2026-01-23,Farias,TO,78361294546,True,31.0,80,*********46,c***@uol.com.br
2153,Benício,,PF,+5513912374558,1991-12-18,2026-01-23,Teixeira dos Dourados,PR,60123758912,True,34.0,80,*********12,b***@yahoo.com.br
2222,Augusto,Barbosa,PF,+5547943519286,1998-07-31,2026-01-23,Vasconcelos dos Dourados,GO,39651204842,True,27.0,80,*********42,a***@terra.com.br
773,Alana,Nunes,PF,(51) 92721-2635,1971-01-08,2026-01-23,Fernandes,ES,51387096230,True,55.0,80,*********30,a***@gmail.com
1995,Samuel,Jesus,PF,+5513971801462,2006-12-17,2026-01-24,Azevedo,CE,25104978397,True,19.0,79,*********97,s***@ig.com.br
3019,Alana,Câmara,PF,(13) 92674-5174,1958-03-20,2026-01-24,Ramos de Marques,CE,03962147543,True,68.0,79,*********43,a***@terra.com.br
3054,Gabrielly,Pastor,PF,21961464009,1984-05-19,2026-01-24,Alves do Oeste,AC,28391476022,True,41.0,79,*********22,g***@ig.com.br
3074,Bernardo,Camargo,PF,(41) 93432-5556,2003-06-25,2026-01-24,Oliveira do Oeste,SE,80723694150,True,22.0,79,*********50,b***@uol.com.br
1444,Eloah,Porto,PF,(21) 92365-3475,1960-02-23,2026-01-25,Siqueira de Goiás,BA,39504726143,True,66.0,78,*********43,e***@gmail.com
1607,Carlos Eduardo,Castro,PF,(13) 97244-5711,,2026-01-25,Santos,PI,15942307814,True,,78,*********14,c***@uol.com.br
1753,Anna Liz,Cavalcante,PF,(31) 98778-9709,1997-04-13,2026-01-25,Andrade,RS,61052498701,True,29.0,78,*********01,a***@ig.com.br
2930,Caleb,Jesus,PF,+5561940721394,1987-04-09,2026-01-25,Borges de Minas,RR,19087543204,True,39.0,78,*********04,c***@bol.com.br
3048,Ana Julia,Montenegro,PF,+5513915146060,1983-01-25,2026-01-25,Gonçalves das Pedras,MA,54963812070,True,43.0,78,*********70,a***@uol.com.br
3446,Fonseca & Fonseca S/A,,PJ,31990355669,2008-03-29,2026-01-25,Azevedo de Marques,AP,78245963000142,True,18.0,78,************42,f***@comercio.net.br
727,Vinícius,Teixeira,PF,31988434886,1966-05-24,2026-01-25,Vasconcelos,RS,51372908404,True,59.0,78,*********04,v***@gmail.com
11,Isaac,Aparecida,PF,21949268208,1973-02-20,2026-01-26,Andrade,AL,24796380574,True,53.0,77,*********74,i***@gmail.com
1174,Júlia,Fogaça,PF,(13) 98503-1104,1966-05-04,2026-01-26,Pinto Alegre,BA,39405672800,True,59.0,77,*********00,j***@bol.com.br
1501,Davi Miguel,Guerra,PF,+5521962224812,1969-05-02,2026-01-26,Costa de da Conceição,PE,36250491805,True,56.0,77,*********05,d***@yahoo.com.br
175,Pereira Comércio e Tecnologia S.A.,,PJ,,1986-05-27,2026-01-26,Pacheco,RS,96258743000135,True,39.0,77,************35,p***@comercio.net.br
224,Importadora Lima S/A,,PJ,+5561916062157,1979-04-08,2026-01-26,Marques Paulista,PB,38402971000130,True,47.0,77,************30,i***@comercio.net.br
2562,Davi Lucas,Martins,PF,(21) 91652-1835,1965-04-18,2026-01-26,Vargas,PR,13985706484,True,61.0,77,*********84,d***@terra.com.br
530,Ferreira Serviços e Atacado Ltda.,,PJ,(47) 93424-4595,1973-11-06,2026-01-26,Albuquerque do Oeste,PA,34698701000168,True,52.0,77,************68,f***@empresa.com.br
555,Maria Flor,Cavalcante,PF,+5547922099860,1956-07-22,2026-01-26,Martins,MG,21306547970,True,69.0,77,*********70,m***@bol.com.br
736,Catarina,da Costa,PF,+5531980936030,2005-12-16,2026-01-26,Montenegro,GO,24893510606,True,20.0,77,*********06,c***@yahoo.com.br
1655,Gabriela,Camargo,PF,31985628544,1986-05-24,2026-01-27,Pinto de Marques,MS,29176085368,True,39.0,76,*********68,g***@yahoo.com.br
26,Danilo,Lima,PF,+5561979324398,1988-06-18,2026-01-27,Cunha,RO,83974506101,True,37.0,76,*********01,d***@hotmail.com
3258,Luara,da Rocha,PF,+5531972654890,1963-05-19,2026-01-27,Porto,AM,18024357607,True,62.0,76,*********07,l***@yahoo.com.br
46,Lorenzo,Fogaça,PF,+5561936641428,2001-07-16,2026-01-27,Camargo de Rodrigues,AC,01689475366,True,24.0,76,*********66,l***@yahoo.com.br
574,Letícia,Freitas,PF,+5511926437638,1997-06-12,2026-01-27,Machado,ES,20847153932,True,28.0,76,*********32,l***@uol.com.br
1290,Leonardo,Silveira,PF,+5571964191444,1979-10-03,2026-01-28,Jesus dos Dourados,PR,46102983769,True,46.0,75,*********69,l***@yahoo.com.br
2298,Yan,Sousa,PF,(47) 98088-8658,1959-01-16,2026-01-28,Cardoso,GO,05314827905,True,67.0,75,*********05,y***@bol.com.br
2602,Yasmin,Camargo,PF,+5511961175985,1987-11-02,2026-01-28,Cardoso,RR,65742938047,True,38.0,75,*********47,y***@outlook.com
2823,Ísis,Nascimento,PF,61961397496,1971-02-13,2026-01-28,Rezende,GO,50836729447,True,55.0,75,*********47,s***@bol.com.br
2441,Ian,Sousa,PF,+5531916399537,1996-03-10,2026-01-29,Pastor,SP,19238567077,True,30.0,74,*********77,a***@hotmail.com
3060,Bella,das Neves,PF,47914161990,1969-11-12,2026-01-29,Camargo,AM,54896072111,True,56.0,74,*********11,b***@ig.com.br
1082,Isis,Mendonça,PF,(13) 91881-3328,1984-11-22,2026-01-30,Rocha de Sá,DF,17408596267,True,41.0,73,*********67,i***@outlook.com
1229,Alícia,da Rocha,PF,(41) 96828-3133,1961-06-14,2026-01-30,Rocha,RN,29810347588,True,64.0,73,*********88,a***@gmail.com
1744,Noah,Pereira,PF,+5561984969785,1958-07-28,2026-01-30,Sá,MS,07961382577,True,67.0,73,*********77,n***@ig.com.br
2886,Heloisa,,PF,+5547922586616,1958-05-17,2026-01-30,Gonçalves,RJ,97602348583,True,67.0,73,*********83,h***@bol.com.br
2432,Luiz Otávio,Alves,PF,+5511980265538,1999-02-24,2026-01-31,Aragão,MA,26051348735,True,27.0,72,*********35,l***@yahoo.com.br
2504,Leandro,Pires,PF,(47) 92389-9140,1992-05-16,2026-01-31,Almeida,PA,81039746250,True,33.0,72,*********50,l***@terra.com.br
810,Vasconcelos & Saraiva EPP,,PJ,(11) 96429-7324,1992-06-16,2026-01-31,Câmara,SC,68932754000113,True,33.0,72,************13,v***@comercio.net.br
2198,Davi Luiz,Andrade,PF,,1970-08-20,2026-02-01,Dias do Oeste,RS,70426931831,True,55.0,71,*********31,d***@gmail.com
2536,Castro Comércio e Comércio S/A,,PJ,47967026917,1960-02-26,2026-02-01,Vargas de Guerra,PA,63472851000157,True,66.0,71,************57,c***@empresa.com.br
273,Calebe,Guerra,PF,+5531968649994,1961-09-13,2026-02-01,Andrade,RN,76385092429,True,64.0,71,*********29,c***@ig.com.br
2877,Pedro Henrique,Costela,PF,(51) 92767-5468,,2026-02-01,Marques de Minas,RJ,68523049738,True,,71,*********38,p***@outlook.com
3253,Maria Helena,Nascimento,PF,61979073271,1970-04-30,2026-02-01,Martins,MT,69752438164,True,55.0,71,*********64,m***@uol.com.br
3289,Letícia,Cassiano,PF,+5513969096886,2007-02-12,2026-02-01,Nogueira Alegre,AM,30684592738,True,19.0,71,*********38,l***@uol.com.br
125,Hellena,Cirino,PF,(51) 91530-5950,,2026-02-02,Casa Grande,PA,91648537219,True,,70,*********19,h***@ig.com.br
176,Distribuidora Santos S/S,,PJ,+5551951593090,1989-10-27,2026-02-02,Alves,AL,86907453000111,True,36.0,70,************11,d***@empresa.com.br
2034,Lorena,Caldeira,PF,71923208453,1988-10-26,2026-02-03,Fogaça,SP,98560213759,True,37.0,69,*********59,l***@terra.com.br
2251,Maria Júlia,Souza,PF,,1986-09-25,2026-02-03,Cardoso de Santos,PI,82513907612,True,39.0,69,*********12,m***@ig.com.br
301,Léo,Cavalcanti,PF,(51) 91772-3055,,2026-02-03,Cunha dos Dourados,PA,90426357892,True,,69,*********92,l***@uol.com.br
404,Cecília,Casa Grande,PF,47921236120,1989-12-15,2026-02-03,Nunes,PE,65120497306,True,36.0,69,*********06,c***@hotmail.com
1201,Allana,Cirino,PF,+5511935282664,2007-07-22,2026-02-04,Fonseca,PR,07816295430,True,18.0,68,*********30,a***@terra.com.br
1467,Francisco,Pacheco,PF,,1957-10-28,2026-02-04,Sá,RO,87523610471,True,68.0,68,*********71,f***@uol.com.br
199,Gael Henrique,Pacheco,PF,(61) 96118-8508,1991-01-04,2026-02-04,Cavalcanti do Sul,RN,58672091302,True,35.0,68,*********02,g***@terra.com.br
2079,Eloah,Rocha,PF,41959798507,1989-09-06,2026-02-04,Barros das Pedras,SC,85024319788,True,36.0,68,*********88,e***@yahoo.com.br
2213,Lara,da Rocha,PF,47911031167,2001-07-07,2026-02-04,Moura,RJ,64238915755,True,24.0,68,*********55,l***@ig.com.br
2476,Luiz Fernando,Ferreira,PF,(11) 99695-1071,1992-08-24,2026-02-04,Marques,PE,38197426031,True,33.0,68,*********31,l***@gmail.com
2918,Lunna,Cavalcanti,PF,(31) 92319-8476,1957-06-15,2026-02-04,Alves,PB,86594271300,True,68.0,68,*********00,l***@gmail.com
3107,Isadora,Sousa,PF,11961332665,,2026-02-04,das Neves de Monteiro,AL,96320758112,True,,68,*********12,i***@gmail.com
606,Ravi,Moreira,PF,(31) 98435-2920,1988-05-12,2026-02-04,Porto das Flores,SE,35617829068,True,37.0,68,*********68,r***@hotmail.com
971,José Pedro,Pereira,PF,(31) 98745-7013,1982-08-25,2026-02-04,Carvalho,SE,89043127523,True,43.0,68,*********23,j***@ig.com.br
2217,Ryan,Vieira,PF,(11) 92722-3219,1958-01-03,2026-02-05,Moraes de Oliveira,RR,95814067276,True,68.0,67,*********76,r***@bol.com.br
2327,Levi,Melo,PF,+5551989097655,1980-07-17,2026-02-05,Pacheco dos Dourados,AL,92417305607,True,45.0,67,*********07,l***@bol.con.br
2798,Théo,Ribeiro,PF,+5547969334457,1960-01-09,2026-02-05,Monteiro do Sul,AP,35076189230,True,66.0,67,*********30,t***@gmail.com
103,Letícia,Novais,PF,61979905903,1957-07-11,2026-02-06,Costa da Serra,ES,12548690776,True,68.0,66,*********76,l***@hotmail.com
1841,Mathias,Souza,PF,+5531937807629,1978-10-07,2026-02-06,Andrade de Goiás,MT,94531027680,True,47.0,66,*********80,m***@bol.com.br
3078,Maitê,Araújo,PF,(41) 98971-9838,2004-08-25,2026-02-06,Castro Paulista,CE,75962813030,True,21.0,66,*********30,m***@outlook.com
3119,Matheus,,PF,(41) 95904-5506,1961-03-08,2026-02-06,Pires de Vasconcelos,MG,03526941815,True,65.0,66,*********15,m***@hotmail.com
361,Helena,Almeida,PF,(47) 93842-6148,1973-05-01,2026-02-06,Nascimento,RS,83246591709,True,52.0,66,*********09,h***@yahoo.com.br
188,Zoe,da Rosa,PF,13934737397,1961-10-29,2026-02-07,Casa Grande,SE,65137042862,True,64.0,65,*********62,z***@bol.com.br
1912,Marcela,Camargo,PF,+5571945757508,1976-02-01,2026-02-07,Souza,RJ,84769150393,True,50.0,65,*********93,m***@ig.con.br
1981,Raul,Rios,PF,(31) 97089-6188,1977-10-04,2026-02-07,Pires,AP,43870562900,True,48.0,65,*********00,r***@hotmail.com
226,Maria Isis,Montenegro,PF,71942412054,,2026-02-07,Carvalho,RJ,27431895682,True,,65,*********82,m***@terra.com.br
844,Importadora Pacheco EPP,,PJ,+5511928475117,1992-01-05,2026-02-07,Câmara de Ribeiro,RN,01876234000160,True,34.0,65,************60,i***@comercio.net.br
855,Valentina,Vargas,PF,47939057223,1969-09-26,2026-02-07,Novaes,RR,95137486264,True,56.0,65,*********64,v***@gmail.com
1521,Ana Cecília,Ramos,PF,61981408325,1998-02-26,2026-02-08,Freitas,PR,50724983600,True,28.0,64,*********00,a***@gmail.com
20,Ágatha,Sousa,PF,+5551910128762,1977-10-02,2026-02-08,Pastor de Sampaio,RS,68971325437,True,48.0,64,*********37,g***@yahoo.com.br
3269,Guilherme,Castro,PF,(21) 92128-5994,,2026-02-08,Barros,AL,29078154667,True,,64,*********67,g***@yahoo.com.br
3284,Gabrielly,Rocha,PF,+5571965218846,1962-01-09,2026-02-08,Gomes,PI,24873501997,True,64.0,64,*********97,g***@hotmail.com
1453,Davi Miguel,Lopes,PF,41938416518,1976-09-14,2026-02-09,Cavalcanti,PI,32479560856,True,49.0,63,*********56,d***@uol.com.br
152,Anna Liz,Mendes,PF,(31) 95674-9278,1960-02-09,2026-02-09,Costela,MS,67381024535,True,66.0,63,*********35,a***@hotmail.com
1885,Emanuella,Porto,PF,(11) 99122-5865,1993-07-07,2026-02-09,Pereira da Serra,MG,81509642749,True,32.0,63,*********49,e***@yahoo.com.br
2167,Lucas Gabriel,Moreira,PF,(13) 92106-6427,1962-04-27,2026-02-09,Dias,MA,08729541611,True,64.0,63,*********11,l***@bol.com.br
2328,Emanuella,Garcia,PF,61931798046,,2026-02-09,Pimenta da Prata,BA,18290463731,True,,63,*********31,e***@gmail.com
2362,Luiza,Gomes,PF,13918829057,2000-07-28,2026-02-09,Freitas,AC,53072498610,True,25.0,63,*********10,l***@outlook.com
3020,Paulo,Costela,PF,,1968-10-04,2026-02-09,Viana,MT,49651023805,True,57.0,63,*********05,d***@ig.com.br
3249,Ana Carolina,Pimenta,PF,(47) 98544-5063,1963-02-10,2026-02-09,Sampaio,CE,35194068700,True,63.0,63,*********00,a***@ig.com.br
2223,Agatha,Cassiano,PF,51910454107,1986-06-19,2026-02-10,Mendonça do Galho,RJ,12365874053,True,39.0,62,*********53,a***@gmail.com
3155,Enrico,Pereira,PF,+5511982377893,1979-10-10,2026-02-10,Cunha da Mata,SE,90438126769,True,46.0,62,*********69,e***@outlook.com
328,Enrico,Mendonça,PF,+5541942565100,2001-10-11,2026-02-10,Macedo,TO,26013975868,True,24.0,62,*********68,e***@bol.com.br
377,Oliver,Gomes,PF,+5551952045823,1972-02-16,2026-02-10,Moraes do Norte,MS,19206857312,True,54.0,62,*********12,o***@gmail.com
1551,Igor,Costela,PF,(13) 94604-9310,2002-02-19,2026-02-11,Cirino de Melo,PR,08236149722,True,24.0,61,*********22,c***@outlook.com
1658,Bárbara,Azevedo,PF,(47) 99164-2522,,2026-02-11,Casa Grande,RR,46871230904,True,,61,*********04,b***@ig.com.br
2772,Freitas & Associados EI,,PJ,(61) 93440-9823,2006-01-02,2026-02-11,Pinto de Sampaio,AC,83204976000103,True,20.0,61,************03,f***@comercio.net.br
2235,Ana Sophia,Siqueira,PF,(31) 99697-5110,,2026-02-12,Sampaio,ES,74961058300,True,,60,*********00,a***@hotmail.com
651,Isabela,Silveira,PF,41945522053,,2026-02-12,Vasconcelos,RN,97682035102,True,,60,*********02,i***@uol.com.br
